Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a000444	0x00000008	t	schedulerGoToSleep
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1000005d	0x00000001	b	debugPrint
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a0005bc	0x00000008	t	fsmDebounceInit
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a0005c4	0x0000000c	t	updateTeclaStatus
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a0005d0	0x00000038	t	buttonPressed
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a000608	0x00000038	t	buttonReleased
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a000640	0x0000005c	t	fsmDebounceUpdate
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x10000000	0x00000004	d	button_status
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x10000060	0x00000020	b	dataTecla1
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x10000080	0x00000020	b	dataTecla2
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x100000a0	0x00000020	b	dataTecla3
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x100000c0	0x00000020	b	dataTecla4
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a0008c0	0x00000002	t	errorOcurred
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a0008c4	0x00000002	t	doNothing
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a002e8c	0x00000030	t	timer_sd
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x10000004	0x00000040	d	timer_dd
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x100000e0	0x00000011	b	result.10353
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a0010e4	0x0000002c	t	gpioObtainPinConfig
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a001374	0x00000040	t	Board_LED_Init
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a003054	0x0000000c	t	gpioLEDBits
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a003070	0x00000060	t	pinmuxing
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a0030d0	0x0000000c	t	InitClkStates
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a00164c	0x0000002c	t	Chip_UART_GetIndex
Ejercicio5_GonzaloLavigna/out/Ejercicio5_GonzaloLavigna.elf	0x1a001678	0x00000048	t	Chip_UART_ABIntHandler
