ejer4-template/out/ejer4-template.elf	0x1a00036c	0x00000008	t	schedulerGoToSleep
ejer4-template/out/ejer4-template.elf	0x1a00042c	0x00000084	t	taskMenuUpdate
ejer4-template/out/ejer4-template.elf	0x1a0004b0	0x00000028	t	taskBlinkLed
ejer4-template/out/ejer4-template.elf	0x10000000	0x000000f5	d	menu
ejer4-template/out/ejer4-template.elf	0x10000141	0x00000001	b	debugPrint
ejer4-template/out/ejer4-template.elf	0x10000142	0x00000001	b	ledState
ejer4-template/out/ejer4-template.elf	0x1a000708	0x00000002	t	errorOcurred
ejer4-template/out/ejer4-template.elf	0x1a00070c	0x00000002	t	doNothing
ejer4-template/out/ejer4-template.elf	0x1a002ce8	0x00000030	t	timer_sd
ejer4-template/out/ejer4-template.elf	0x100000f8	0x00000040	d	timer_dd
ejer4-template/out/ejer4-template.elf	0x10000144	0x00000011	b	result.10353
ejer4-template/out/ejer4-template.elf	0x1a000f2c	0x0000002c	t	gpioObtainPinConfig
ejer4-template/out/ejer4-template.elf	0x1a0011bc	0x00000040	t	Board_LED_Init
ejer4-template/out/ejer4-template.elf	0x1a002eb0	0x0000000c	t	gpioLEDBits
ejer4-template/out/ejer4-template.elf	0x1a002ecc	0x00000060	t	pinmuxing
ejer4-template/out/ejer4-template.elf	0x1a002f2c	0x0000000c	t	InitClkStates
ejer4-template/out/ejer4-template.elf	0x1a001494	0x0000002c	t	Chip_UART_GetIndex
ejer4-template/out/ejer4-template.elf	0x1a0014c0	0x00000048	t	Chip_UART_ABIntHandler
ejer4-template/out/ejer4-template.elf	0x1a002f38	0x00000008	t	UART_PClock
ejer4-template/out/ejer4-template.elf	0x1a002f40	0x00000008	t	UART_BClock
ejer4-template/out/ejer4-template.elf	0x10000158	0x00000001	b	ABsyncSts
ejer4-template/out/ejer4-template.elf	0x1a0019f4	0x00000034	t	Chip_USB_PllSetup
ejer4-template/out/ejer4-template.elf	0x1a002f48	0x00000014	t	usbPLLSetup
